ID	WT_r1	WT_r2	WT_r3	KO_r1	KO_r2	KO_r3	KO_rescue_r1	KO_rescue_r2	KO_rescue_r3
ENSMUSG00000001774	3887.42	3884.43	4751.94	3291.44	3524.98	3312.13	4783.32	4863.56	5149.38
ENSMUSG00000001783	4404.38	5332.2	5320.44	4604.9	5429.46	5131.06	5147.04	5384.35	5832.77
ENSMUSG00000001785	1677.57	1847.98	1870.2	1659.6	2013.3	1689.21	1894.72	2009.07	2092.21
ENSMUSG00000001786	1667.53	1868.81	1808.15	1611.41	1691.49	1763.07	1944.82	2018.93	2064.63
ENSMUSG00000001794	1739.1	1915.48	1644.23	2226.83	2298.97	2190.13	1721.57	2073.86	2391.35
ENSMUSG00000001802	5.1	4.14	7.5	7.96	19.31	26.54	5.41	1.64	0.91
ENSMUSG00000001827	-0.11	0.17	1.42	4.61	5.1	2.41	-0.11	0.17	0.29
ENSMUSG00000001829	907.86	985.52	835.23	839.76	864.95	912.2	940.23	958.8	961.79
ENSMUSG00000001833	14685.41	14267.74	16075.13	12927.51	13595.39	12698.25	15672.3	17445.86	16656.98
ENSMUSG00000001844	1375.42	1326.57	1421.44	1455.56	1557.61	1584.19	1546.19	1669.52	1533.35
ENSMUSG00000001847	14877.66	17100.41	18084.04	18673.42	23025.82	21517.52	17979.68	20323.26	20988.16
ENSMUSG00000001855	949.47	936.79	779.31	725.76	841.52	827.18	1063.26	734.82	745.13
ENSMUSG00000001864	1.08	4.55	1.51	19.41	24.15	3.61	3.2	1.27	12.61
ENSMUSG00000001865	9.42	12.29	19.15	36.2	63.6	35.89	57.32	49.99	42.42
ENSMUSG00000001870	18.95	17.53	16.86	135.59	193.77	143.77	9.39	3.31	6.4
ENSMUSG00000001891	2017.35	2290.16	2411.13	2460.78	2846.23	2326.31	2169.17	2287.11	2495.54
ENSMUSG00000001901	16.22	6.87	8.64	5.81	21.51	5.45	7.66	9.36	10.27
ENSMUSG00000001909	689.18	632.89	575.8	685.97	573.07	678.35	772.01	684.29	699.11
ENSMUSG00000001910	397.34	385.94	289.2	376.55	329.39	312.93	264.72	304.62	361.68
ENSMUSG00000001911	168.47	154.27	202.51	322.54	405.42	381.43	228.6	204.29	172.24
ENSMUSG00000001918	11178.03	10263.28	8769.98	8865.5	6756.47	7478.31	8576.96	9625.49	9265.28
ENSMUSG00000001924	9246.94	10588.56	10654.99	8895.91	9276.29	9328.68	10044.89	9474.23	10557.54
ENSMUSG00000001930	91.22	106.56	54.76	599.54	643.85	687.28	25.4	18.4	25.74
ENSMUSG00000001942	513.89	494.16	625.91	642.71	840.91	589.26	494.3	498.83	583.9
ENSMUSG00000001943	3.23	11.04	3.14	29.05	38.38	40.28	12.94	5.37	10.61
ENSMUSG00000001946	191.78	137.51	202.31	1013.86	1227.71	1069.54	44.04	31.78	35.31
ENSMUSG00000001948	21.5	15.2	20.92	51.76	74.63	62.78	15.83	20.71	16.68
ENSMUSG00000001962	2055.62	2015.97	2078.6	2101.99	1804.36	1934.55	2093.09	2333.88	2327.71
ENSMUSG00000001964	482.81	523.02	772.87	486.04	607.95	649.5	632.3	711.2	611.79
ENSMUSG00000001983	129.77	122.54	143.98	120.67	143.25	121.65	124.84	133.16	158.31
ENSMUSG00000001986	1.6	0.37	4.33	11.19	5.92	5.16	2.9	6.4	1.02
ENSMUSG00000001988	5.43	9.24	10.81	8.71	10.01	7.65	9.54	8.53	3.9
ENSMUSG00000001995	82.92	37.78	46.96	63.72	57.95	85.97	37.23	45.89	29.55
ENSMUSG00000001998	466.9	328.2	421.94	315.66	310.23	352.79	492.01	404.56	345.37
ENSMUSG00000001999	1579.33	1945.06	1757.65	1577.83	1681.19	1725.03	1872.66	2053	1961.07
ENSMUSG00000002006	3.05	2.83	2.19	5.2	1.44	0.99	0.87	3.93	2.72
ENSMUSG00000002007	3.63	2.81	6.46	58.61	37.2	36.79	1.03	4.06	3.46
ENSMUSG00000002010	3355.69	3455.23	3515.56	3650.4	3613.54	3806.42	4017.37	4590.64	4303.96
ENSMUSG00000002012	7.35	3.94	19.56	29.74	36	18.4	4.08	15.69	11.79
ENSMUSG00000002014	2304.97	2412.3	2421.35	2366.09	2647.85	2361.31	2511.78	3060.89	2917.87
ENSMUSG00000002015	8462.5	10058.8	10925.04	10020.12	11632.82	10927.97	11474.76	13330.1	13419.01
ENSMUSG00000002017	541.65	437.46	393.51	356.97	439.29	330.09	522.27	524.36	570.24
ENSMUSG00000002020	8.16	19.16	11.54	40.07	38.68	60.26	4	1.23	1.01
ENSMUSG00000002028	1640.85	1186.86	1165.87	1430.94	1010.13	1489.89	2061.12	1444.54	1152.96
ENSMUSG00000002031	505.27	525.52	518.49	589.28	627.53	545.72	427.81	439.16	409.97
ENSMUSG00000002032	8.81	4.88	13.28	14.46	27.37	11.49	6.33	3.15	1.14
ENSMUSG00000002033	37266.26	41943.69	45041.9	36940.96	42527.29	38589.92	38733.08	41468.84	40204.93
ENSMUSG00000002043	902.4	1057.18	1078.92	1145.73	1262.98	1228.06	1066.38	1202.68	1221.08
ENSMUSG00000002052	866.5	615.51	569.53	543.89	538.29	882.97	817.05	688.99	575.34
ENSMUSG00000002055	98.95	59.44	42.66	27.96	79.35	55.91	174.21	70.66	93.27
ENSMUSG00000002058	1394.17	1611.51	1856.83	2128.48	2279.12	2339.97	1747.1	1647.44	1678.68
ENSMUSG00000002059	21.34	18.47	24.01	51.73	97.79	58.57	7.57	3.98	13.19
ENSMUSG00000002064	1819.25	1931.14	2177.66	2414.05	3028.92	2909.58	1973.61	2423.87	2420.31
ENSMUSG00000002068	221.78	293.18	170.5	101.68	96.41	134.62	328.88	220.24	217.51
ENSMUSG00000002076	5.23	6.98	9.49	4.67	11.62	0.93	6.78	5.03	12.7
ENSMUSG00000002083	1243.48	1205.8	983.56	1030.66	717.3	917.75	742.83	581.55	667.11
ENSMUSG00000002100	1.54	1.9	0.92	0.25	2.45	3.5	3	0.23	-0.01
ENSMUSG00000002102	6830.04	7523.61	8037.83	7489.42	8464.49	7951.87	8165.53	9013	9080.91
ENSMUSG00000002103	492.8	498.25	568.08	646.34	758.38	796.96	586.81	510.33	517.11
ENSMUSG00000002104	102.64	140.22	161.52	175.56	258.36	251.17	97.97	74.36	105.23
ENSMUSG00000002105	778.04	816.32	922.36	1366.71	1407.23	1387.53	692.14	768.84	764.24
ENSMUSG00000002107	5850.56	5731.17	6567.68	5514.39	5593.75	5716.19	6995.95	6641.78	6208.4
ENSMUSG00000002108	73.87	61.35	72.53	181.19	255.44	275.62	56.96	80.91	67.76
ENSMUSG00000002109	864.91	580.07	592.13	417.72	331.83	350.49	508.71	686.84	568.97
ENSMUSG00000002111	125.66	117.46	69.68	978.21	1299.68	1471	114.17	53.31	58.44
ENSMUSG00000002129	3151.64	3455.11	3384.89	2917.11	3126.1	3255.42	3052.68	3095.37	3483.28
ENSMUSG00000002147	8487.06	9619.1	9143.33	9345.58	8137.51	8804.09	10117.27	9297.77	10480.05
ENSMUSG00000002190	21.03	33.65	21.07	6.2	3.35	9.64	6.44	4.43	1.46
ENSMUSG00000002204	208.29	133.62	157.27	839.93	1766.07	1368.78	159.72	24.36	43.38
ENSMUSG00000002205	2298.89	2487.73	2473.8	1816.14	1660.03	1922.94	2380.79	2437.63	2328.5
ENSMUSG00000002210	1231.9	1377.13	1143.85	1433.58	1012.56	1234.39	1050.88	1197.01	1295.43
ENSMUSG00000002221	1158.54	909.09	869.4	922.36	656.29	794.94	1014.57	1016.51	962.25
ENSMUSG00000002222	622.93	532.24	610.38	625.2	505.81	614.64	537.55	576.51	576.52
ENSMUSG00000002227	1136.61	1242.06	1304.29	895.44	880.05	927.7	1161.34	1098.12	1215.91
ENSMUSG00000002228	695.23	714.34	726.69	859.48	653.71	696.99	670.18	729.88	598.54
ENSMUSG00000002233	363.09	478.8	492.35	807.83	967.01	1025.43	500.65	508.15	542.8
ENSMUSG00000002249	2.63	2.94	4.69	5.79	10.89	4.41	1.18	0.28	2.95
ENSMUSG00000002250	34.39	32.82	27.44	36.64	20.08	42.78	47.64	41.68	27.71
ENSMUSG00000002257	6097.39	5613.51	5675.74	5323.26	4600.11	5575.55	6578.81	7293.42	7090.44
ENSMUSG00000002265	2.37	0.2	0.83	3.17	8.07	0.83	1.78	0.2	0.83
ENSMUSG00000002274	51.44	69.93	55.17	70.37	76.07	60.32	63.49	51.07	80.11
ENSMUSG00000002279	442.54	487.79	418.61	631.51	669.52	639.83	594.26	557.36	623.34
ENSMUSG00000002280	777.65	739.04	739.47	864.03	770.87	726.38	803.64	839.37	864.11
ENSMUSG00000002289	282.01	283.87	265.34	430.48	571.93	517.92	183.2	144.07	202.2
ENSMUSG00000002290	30.23	35.02	24.8	30.48	32.5	40.39	34.56	36.72	32.8
ENSMUSG00000002297	684.29	491.54	595.82	297.05	278.63	270.73	623.34	561.89	605.94
ENSMUSG00000002307	1461.86	1846.45	1038.59	1393.55	762.64	861.92	2118.63	1449.15	1793.02
ENSMUSG00000002308	484.09	646.3	609.21	460.99	597.92	620	484.53	578.84	596.18
ENSMUSG00000002319	750.59	794.97	721.28	873.51	823.11	873.1	882.51	920.5	946.71
ENSMUSG00000002320	1593.7	1680.11	1633.69	1612.24	1501.8	1756.78	1418.71	1468.32	1424.03
ENSMUSG00000002324	24.63	25.88	27.01	53.46	34.35	44.8	15.25	33.16	22.67
ENSMUSG00000002325	3764.81	4019.74	4200.2	2807.42	2714.33	2832.02	5482.01	5170.75	5393.19
ENSMUSG00000002326	862.65	876.81	812.32	925.29	934.25	991.57	748.66	808.6	757.63
ENSMUSG00000002329	2432.5	2217.75	2278.8	2493.66	2393.16	2224.66	2202.31	2416.15	2490.31
ENSMUSG00000002332	795.27	840.73	917.32	928.15	1052.77	1186.6	967.53	1069.89	1010.03
ENSMUSG00000002342	1320.9	1297.08	1331.24	1303	1103.72	1234.44	1279.83	1286.03	1280.64
ENSMUSG00000002343	353.86	394.78	401.31	519.45	522.38	608.48	423.23	403.57	448.08
ENSMUSG00000002345	811.15	885.38	827.18	822.45	894.8	833.24	822.78	909.15	909.97
ENSMUSG00000002346	351.92	337.82	327.43	312.77	259.62	295.64	175.47	217.77	201.25
ENSMUSG00000002365	144.99	136.84	129.81	160.7	197.4	232.28	63.56	69.86	47.49
ENSMUSG00000002372	2952.41	3004.51	3036.88	3079.64	2728.03	3206.09	2982.61	3050.83	3116.43
ENSMUSG00000002379	1600.78	1927.9	1882.6	1767.64	2070.42	2031.77	1877.69	2178.79	2227.64
ENSMUSG00000002393	256.84	294.66	331.51	478.54	500.42	565.8	230.06	183.38	255.5
ENSMUSG00000002395	1516.21	1566.63	1602.17	1537.32	1740.86	1563.74	1774.75	1804.99	1819.56
ENSMUSG00000002396	486.7	453.99	425.31	449.71	448.59	396.12	405.66	423.05	388.41
ENSMUSG00000002409	580.65	589.09	550.82	625.46	615.5	766.15	422.11	450.62	468.01
ENSMUSG00000002413	420.56	407.79	453.33	539.94	502.24	433.48	482.61	358.67	439.73
ENSMUSG00000002416	372.24	444.12	420.7	415.22	513.55	434.04	434.16	479.63	470.49
ENSMUSG00000002428	1621.74	1485.06	1397.87	1213.21	1340.16	1217.19	1755.32	1418.65	1526.19
ENSMUSG00000002455	3360.08	3365.1	2926.65	2757.15	3224.21	3110.41	3124.54	3037.39	3456.34
ENSMUSG00000002458	3737.24	4173.89	4397.6	3964.54	3818.78	3882.48	4941.96	5223.84	4831.29
ENSMUSG00000002475	12.68	12.63	3.04	42.22	39.86	54.11	5.65	5.3	4.38
ENSMUSG00000002477	851.13	992.86	987.78	838.34	958.42	854.04	1086.86	1164.41	1143.21
ENSMUSG00000002486	449.45	310.97	293.2	341.05	217.5	234.4	266.69	325.92	270.87
ENSMUSG00000002489	889.27	801.36	616.77	879.26	684.01	808.83	795.64	954.95	994.32
ENSMUSG00000002496	909.24	937.12	905.62	1021.43	646.72	881.96	875.96	785.76	748.24
ENSMUSG00000002500	1.14	3.06	3.95	3.05	8.98	8.17	3.56	0.09	0.15
ENSMUSG00000002504	569.72	692.55	742.95	2263.3	2671.28	2772.17	169.03	86.86	67.2
ENSMUSG00000002524	11696.5	12659.93	13133.43	12912.27	12046	12992.54	13048.76	14263.56	14643.67
ENSMUSG00000002546	883.59	794.09	793.46	1039.45	687.07	733.82	747.17	700.69	650.98
ENSMUSG00000002550	725.5	711.1	702.66	706.4	712.22	700.72	636.88	562.43	572.8
ENSMUSG00000002565	98.44	135.06	173.73	9.47	21.33	33.5	69.39	41.37	19.06
ENSMUSG00000002578	295.5	247.83	236.36	214.38	190	211.07	300.93	241.33	243.21
ENSMUSG00000002580	1248.01	1651.45	1522.46	1467.8	1641.14	1459.75	1601.46	1749.56	1721.05
ENSMUSG00000002588	5.25	6.78	21	44.52	71.48	44.98	5.25	1.13	0.54
ENSMUSG00000002602	1319.97	1265.87	1591.16	2176.24	3492.93	3674.59	810.01	693.5	759.9
ENSMUSG00000002603	2302.46	2591.71	2124.58	4134.6	3406.82	3713.54	1554.88	2811.55	3386.66
ENSMUSG00000002608	2444.9	2678.02	2633.06	2551.73	2570.75	2830.85	2145.4	2362.82	2473.99
ENSMUSG00000002617	168.16	110.88	93.73	154.71	167.58	124.71	150.15	95.07	116.8
ENSMUSG00000002625	3639.15	2546.57	2546.65	2898.13	2415.66	2597.22	2702.13	2987.5	2771.39
ENSMUSG00000002635	632.82	692.84	773.24	739.74	782.2	772.11	729.51	829.5	740.76
ENSMUSG00000002658	2249.53	2147.78	2018.96	2117.46	2042.94	2365.5	2527.59	2644.21	2398.55
ENSMUSG00000002660	1294.35	1460	1473.02	1386.28	1510.83	1476.42	1403.92	1502.38	1494.82
ENSMUSG00000002661	452	611.65	584.91	579.96	788.38	653.62	541.28	580.2	595.17
ENSMUSG00000002664	4.32	11.62	4.51	6.67	9.68	8.06	2.2	2.23	1.72
ENSMUSG00000002668	5178.92	4540.64	4456.72	4621.21	3920.6	4034	4384.59	4487.25	4596.92
ENSMUSG00000002679	400.72	333.47	381.17	395.06	415.73	377.91	396.97	411.25	372.05
ENSMUSG00000002688	7.28	15.91	10.08	29.52	28.21	23.44	1.05	0.42	1.61
ENSMUSG00000002699	23303.01	24908.35	26080.83	21912.52	22442.38	22344.74	25418.82	28432.64	29608.49
ENSMUSG00000002718	1830.77	1974.58	2010.36	1493.77	1538.53	1468.48	2153.98	1856.23	1934.3
ENSMUSG00000002728	768.82	813.54	833.72	699.47	682.35	695.92	705.15	793.98	712.93
ENSMUSG00000002731	136.8	166.73	175.45	158.22	139.4	196.12	128.53	152.73	123.2
ENSMUSG00000002732	54.14	21.64	51.07	121.64	121.23	82.54	25.3	43.42	28.5
ENSMUSG00000002733	1996.07	2250.82	2118.93	2412.12	2015.68	2084.53	2049.02	2391.81	2511.25
ENSMUSG00000002741	990.81	1269.33	992.77	1149.83	1086.26	1006.18	936.67	861.71	999.6
ENSMUSG00000002748	1462.09	1150.03	1340.89	1239.82	1090.57	1160.38	1719.74	1358.73	1099.41
ENSMUSG00000002763	1502.78	1320.63	1440.52	1623.69	1423.1	1509.84	1381.25	1395.35	1398.45
ENSMUSG00000002767	987.72	1210.47	1135.06	1230.91	1349.91	1208.68	1191.54	1256.57	1222.1
ENSMUSG00000002768	1926.63	2165.66	2184.11	2031.45	2115.14	2157.63	2140.97	2361.19	2214.75
ENSMUSG00000002769	3	1.74	2.47	8.94	12.9	14.98	5.43	5.92	4
ENSMUSG00000002771	121.29	97.29	118.28	667.54	603.89	632.05	152.54	185.87	173.04
ENSMUSG00000002778	495.16	618.37	656.57	610.85	758.56	643.57	641.74	613.54	648.71
ENSMUSG00000002781	74.51	111.93	70.51	106.14	64.94	74.99	88.96	67.05	64.41
ENSMUSG00000002791	4.94	3.06	4.58	2.74	3.93	3.38	1.09	1.69	1.78
ENSMUSG00000002797	350.2	384.34	351.97	259.5	278.6	324.97	367.46	392.9	363.86
ENSMUSG00000002799	36.79	24.15	18.56	73.31	91.86	67.7	7.58	6.65	9.98
ENSMUSG00000002803	1294	1641.22	1557.79	1391.08	1306.62	1267.83	1298.93	1359.67	1374.76
ENSMUSG00000002804	473.04	616.78	572.33	497.46	615.61	548	581.3	631.98	640.34
ENSMUSG00000002808	36.9	42.83	63.68	27.78	49.13	28.84	24.84	15.43	13.84
ENSMUSG00000002812	4073.23	3754.33	3766.44	3768.75	3782.11	3894.94	4132.61	3765.65	3882.79
ENSMUSG00000002814	596.07	568.22	594.3	512.05	537.56	447.53	589.67	530.17	505.45
ENSMUSG00000002820	1325.14	1646.52	1576.3	1277.44	1229.64	1408.43	1402.9	1353.21	1410.79
ENSMUSG00000002825	631.85	756.5	697.76	707.44	563.71	628.31	798.47	801.97	801.23
ENSMUSG00000002833	2800.74	1845.1	1852.59	2104.95	1768.67	2018.65	1873.01	2220.75	1944.53
ENSMUSG00000002835	120.25	90.38	139.67	90.32	92.96	82.5	186.3	124.28	152.2
ENSMUSG00000002844	3481.17	4309.28	4396.72	3827.9	3874.29	4341.34	3659.16	3941.11	4124.96
ENSMUSG00000002845	569.64	516.69	532.15	524.47	533.98	559.27	625.72	592.62	621.46
ENSMUSG00000002846	86.07	68.11	64.84	65.08	72.78	56.12	78.41	73.92	59.53
ENSMUSG00000002847	0.89	1.3	1.86	6.64	8.79	6.85	0.97	0.52	0.79
ENSMUSG00000002870	2325.96	2682.09	2556.88	2290.13	1982.66	2464.09	2740.6	2488.93	2925.64
ENSMUSG00000002871	2061.71	2130.98	2264.45	2194.77	2094.28	2141.89	2210.76	2469.6	2349.44
ENSMUSG00000002881	3823.54	3461.24	3419.27	2620.37	2326.39	2646.32	4030.7	3892.29	3947.22
ENSMUSG00000002885	12033.74	12436.08	12627.46	11838.97	11681.69	12412.34	14362.64	14964.15	15967.15
ENSMUSG00000002897	6013.69	7383.65	6039.71	5002.04	5017.18	4900.34	7892.14	6751.89	7828.96
ENSMUSG00000002900	18.39	16.35	17.22	66.84	60.79	64.32	4.28	5.06	4.86
ENSMUSG00000002910	615.01	567.53	460.6	689.31	461.33	574.79	582	583.34	566.76
ENSMUSG00000002944	810.95	823.27	820.6	3306.29	4468.24	4411.18	294.99	115.63	112.96
ENSMUSG00000002948	1509.83	1486.51	1248.88	1568.04	1324.34	1329.48	1097.21	1338.25	1504.11
ENSMUSG00000002949	905.76	812.18	748.87	777.48	803.04	704.34	900.22	861.21	911.47
ENSMUSG00000002957	1475.41	1464.73	1356.91	1542.09	1706.85	1749.47	1463.19	1317.76	1433.28
ENSMUSG00000002963	2346.92	2476.85	2565.54	2536.22	2316.89	2201.53	2623.96	2771.69	2738.51
ENSMUSG00000002968	2024.89	2332.05	2284.61	2447.66	2140.51	2534.05	1886.95	2075.72	2310.22
ENSMUSG00000002980	347.03	413.41	408.79	1565.97	1703.59	1595	96.29	90.49	121.44
ENSMUSG00000002981	6197	8082.97	8126.39	8249.02	9030.81	8692.78	7101.49	7554.7	8561.68
ENSMUSG00000002983	1950.64	2009.71	1975.28	2155.61	2020.94	2244.54	2566.79	2781.73	2803.77
ENSMUSG00000002984	1992.02	2404.04	2288.2	2520.16	2467.89	2600.24	2509.95	2577.38	2615.75
ENSMUSG00000002985	543.71	491.09	407.05	2358.59	4076.04	4234.13	583.91	460.01	387.56
ENSMUSG00000002992	7.37	1.25	7.97	45.95	101.49	60.66	6.62	1.56	3.87
ENSMUSG00000002996	4219.32	4382.28	4813.52	3995.37	4474.39	4139.01	4210.77	4086.81	4342.7
ENSMUSG00000002997	232.47	237.52	351.03	661.05	793.39	821.31	182.09	153.24	124.71
ENSMUSG00000003031	1065.83	732.39	705.67	647.72	579.17	597.45	1045.51	935.62	768.29
ENSMUSG00000003032	178.37	142.46	109.94	297.43	211.46	227.32	191.55	201.87	218.25
ENSMUSG00000003033	5103	5740.7	5967.27	5382.99	5297.51	5439.35	6213.01	6823.85	7128.71
ENSMUSG00000003037	13357.93	17654.03	17551.57	12281.04	14216.33	13760.12	18016.76	20122.56	20565.74
ENSMUSG00000003038	561.18	565.3	590.62	444.63	528.25	478.24	572.26	568.72	575.57
ENSMUSG00000003039	5952.89	6762.55	7499.33	6209.3	6459.38	6110.34	6633.45	7638.96	7122.01
ENSMUSG00000003051	12.49	7.64	13.64	41.76	85.35	35.51	7.62	1.93	4.78
ENSMUSG00000003062	2330.96	3094.77	3547.27	2998.81	3391.16	3151.87	2503.24	2895.28	2739.35
ENSMUSG00000003068	394.11	358.26	469.59	340.49	501.94	683.72	462.26	371.18	313.37
ENSMUSG00000003070	12.7	6.36	9.24	38.36	60.22	63.09	7.89	10.65	2.92
ENSMUSG00000003072	6129.27	7309.64	7385.5	6657.76	7952.36	7553.66	7065.9	8212.51	8175.02
ENSMUSG00000003099	1875.45	1701.39	1521.19	2207.92	1661.42	1595.35	1406.55	1447.54	1602.75
ENSMUSG00000003119	395.97	377.62	450.13	346.19	271.57	333.66	541.61	384.83	314.19
ENSMUSG00000003123	182.02	186.18	205.78	332.73	282.66	239.5	157.81	166.06	173.88
ENSMUSG00000003131	2815.4	2759.11	2894.65	2692.41	3187.68	3132.35	3209	2777.99	3076.65
ENSMUSG00000003134	35.19	22.72	18.58	85.07	131.89	91.79	26.19	15.25	21.61
ENSMUSG00000003135	1312.25	1339.46	1468.61	1095.09	1087.11	1093.99	1323	1306.75	1193.59
ENSMUSG00000003153	1788.57	2175.97	2490.6	3191.44	4027.56	3820.18	2819.95	2245.34	2565.51
ENSMUSG00000003154	1402.2	1254.24	1031.36	1212.29	1133.34	1133.84	1035.83	1101.19	1173.97
ENSMUSG00000003161	13048.84	16415.87	15884.72	13715.89	15266.59	14618.74	16045.44	17914.27	18085.8
ENSMUSG00000003166	984.01	1105.71	1122.12	1068.93	1081.75	1263.09	1234.24	1081.9	1111.96
ENSMUSG00000003178	17.01	10.77	11.56	19.27	16.98	31	29.81	16.92	18.36
ENSMUSG00000003184	2903.63	2739.96	2614.61	2644.89	2512.18	2533.03	2798.85	2978.52	2898.79
ENSMUSG00000003190	383.84	408.97	393.8	457.98	493.45	461.86	407.25	421.4	425.19
ENSMUSG00000003198	370.62	369.35	358.15	272.8	328.15	279.7	348.85	337.33	338.52
ENSMUSG00000003199	3428.51	3549.72	3469.2	3538.66	3471.09	3549.21	3333.78	3988.74	3786.58
ENSMUSG00000003200	5309.48	5124.36	5104.03	4749.37	3887.79	4444.09	5413.65	5464.67	5154.1
ENSMUSG00000003206	211.88	235.96	254.18	188.49	222.48	232.82	258.86	258.12	294.53
ENSMUSG00000003208	664.76	762.02	722.33	742.53	780.45	642.65	694.4	735.56	757.4
ENSMUSG00000003226	819.12	762.21	796.76	719.31	679.9	755.81	984.08	697.02	625.65
ENSMUSG00000003228	147.75	142.49	142.84	322.45	270.32	308.06	116.11	153.14	129.33
ENSMUSG00000003233	385.71	346.67	284.06	363.85	260.16	315.82	300.92	295.04	269.83
ENSMUSG00000003234	2696.68	2851.2	2581.02	2650.14	2713.87	2767.37	2460.1	2624.59	2738.5
ENSMUSG00000003235	2549.4	2658.44	2708.69	2676.9	2984.92	2897.94	2796.34	2859.35	2955.53
ENSMUSG00000003269	1920.78	1971.96	2055.11	2151.62	1840.56	2341.28	2118.16	2275.08	2016.4
ENSMUSG00000003271	88.41	87.65	73.82	34.57	48.45	59.33	64.45	64.43	59.67
ENSMUSG00000003273	18.37	19.42	5.52	9.39	16.07	14.1	7.39	7.99	22.05
ENSMUSG00000003282	7.87	0.71	3.7	2.06	5.77	2.55	6.59	6.2	4.21
ENSMUSG00000003283	46.48	36.06	60.49	427.43	546.89	426.4	39.71	41.17	36.04
ENSMUSG00000003299	2244.95	2491.32	2616.04	2386.24	2690.93	2652.67	2508.26	2477.97	2472.61
ENSMUSG00000003308	1730.13	1957.45	1904.29	1767.14	1736.17	1916.13	1878.82	1896.09	2082.98
ENSMUSG00000003309	43.05	32.5	50	42.39	72.1	41.45	31.63	36.49	39.21
ENSMUSG00000003316	4007.61	3639.58	3941.79	3908.01	4213.61	4560.7	4604.21	3738.39	3654.43
ENSMUSG00000003344	1264.62	1608.3	1237.08	1529.28	1370.17	1571.18	941.83	1140.16	1314.99
ENSMUSG00000003345	7206.8	6702.02	6073.25	6787.26	5670.69	5917.1	6612.78	5844.88	6050
ENSMUSG00000003346	5196.43	6768.69	7395.25	7034.75	7908.94	8165.79	6413.14	6441.29	7099.35
ENSMUSG00000003348	3174.87	4267.28	4429.13	3351.6	3596.58	3622.38	3297.25	2914.11	3085.68
ENSMUSG00000003352	32.25	59.77	32.92	76.66	43.17	84.8	39.56	17.66	25.49
ENSMUSG00000003354	3.9	1	4.44	41.99	59.65	47.68	3.25	1	1.35
ENSMUSG00000003355	8.54	15.51	10.23	22.45	26.42	22.12	4.73	5.93	3.35
ENSMUSG00000003360	127.19	98.75	106.34	93.93	89.08	130.9	200.87	112.51	105.85
ENSMUSG00000003363	8503.68	9801.13	10983.14	11051.26	13771.41	14372.29	7005.43	6578.32	7505.92
ENSMUSG00000003378	140.86	102.05	111.45	157.1	144.96	156.41	133.67	154.16	137.07
ENSMUSG00000003379	119.36	78.74	88.06	647.3	990.64	1033.96	97.79	44.9	36.78
ENSMUSG00000003380	9580.64	11970.08	12284.53	12155.34	14515.33	14533.03	11290.51	13908.65	13346.72
ENSMUSG00000003382	1124.76	934.57	874.16	838.77	743.26	822.68	1806.12	1324.15	1141.87
ENSMUSG00000003402	1907.1	1774.89	1562.53	1765.28	1373.97	1533.23	1757.09	2028.92	1939.81
ENSMUSG00000003410	0.53	2.12	0.34	1.41	0.85	1.21	2.01	2.03	2.63
ENSMUSG00000003411	3.68	7.8	0.67	7.35	0.96	5.54	6.05	2.06	3.24
ENSMUSG00000003418	1017.12	1229.45	1092.37	755.87	679.28	552.05	2560.15	2494.88	2386.39
ENSMUSG00000003420	189.66	145.62	168.22	630.67	1068.7	1007.95	255.65	239.78	189.64
ENSMUSG00000003421	3104.51	3727.44	3718.95	2927.88	3097.79	3553.55	2895.43	3007.59	2997.12
ENSMUSG00000003423	1088.93	1299.31	1405.61	1266.16	1542.16	1474.76	1415.61	1498.71	1376.59
ENSMUSG00000003429	8360.68	10443.51	9283.46	7288.68	9411.27	8069.47	11247.25	12488.07	12334.3
ENSMUSG00000003435	7156.94	7288.38	6518.43	6550.12	5837.53	5878.66	5725.58	6393.49	7108.77
ENSMUSG00000003437	2546.73	2297	2135.62	2314.47	2017.05	2183.32	2232.79	2546.03	2360.27
ENSMUSG00000003438	1993.36	2327.64	2616.75	2268.42	2683.16	2657.59	2510.08	2746.71	2829.41
ENSMUSG00000003444	194.49	226.49	231.73	227.35	221.81	247.19	201.9	239.08	223.63
ENSMUSG00000003452	35.82	16.7	24.8	24.03	13.47	12.78	47.14	31.89	33.75
ENSMUSG00000003458	4711.1	5357.84	5732.09	5616.18	5696.61	5941.22	5005.94	5352.73	5808.09
ENSMUSG00000003464	1821.11	2360.16	2356.5	2415.7	2386.5	2612.92	2139.14	2159.76	2233.74
ENSMUSG00000003477	240.21	298.65	431.37	1208.17	1403.84	1293.78	87.7	50.9	30.45
ENSMUSG00000003484	62.61	73.19	51.61	646.01	813.51	880.1	52.42	19.71	22.73
ENSMUSG00000003500	2618.44	2891.84	3070.53	2770.27	2837.66	3040.73	2235.66	2330.97	2326.35
ENSMUSG00000003518	85.73	94.21	103.18	191.73	282.32	278.36	61.06	46.97	25.49
ENSMUSG00000003526	43.44	36.51	26.81	162.49	220.41	180.65	92.97	87.63	103.34
ENSMUSG00000003527	1486.24	1572.36	1571.05	1602.75	1325.15	1562.34	1477.91	1579.71	1512.91
ENSMUSG00000003528	1237.27	1333.26	1306.69	1472	1554.07	1567.94	1342.71	1484.43	1410.79
ENSMUSG00000003531	486.69	535.61	522.48	922.09	1117.96	1025.33	596.81	643.54	735.46
