ID	LP_r1	LP_r2	LP_r3	ML_r1	ML_r2	ML_r3	MLN_r1	MLN_r2	MLN_r3
ENSMUSG00000068860	11.1	9.33	8.3	9.41	17.38	9.06	0.93	13.83	12.47
ENSMUSG00000097971	55281.57	53976.23	35649.43	31601.92	21069.52	27988.03	72711.7	56087.4	25163.42
ENSMUSG00000039656	2800.02	3873.43	2951.99	2646.76	3617.79	1360.17	3580.09	3167.85	3023.07
ENSMUSG00000062328	3858.23	4320.4	3457.02	3325.9	4697.24	6174.75	6295.45	2672.42	2810.19
ENSMUSG00000017288	1252.47	1209.53	1203.76	808.54	867.03	728.04	888.03	1136.49	1212.25
ENSMUSG00000028882	795.51	852.73	746.47	1001.46	856.41	934.22	782.74	815.96	1054.6
ENSMUSG00000034639	25.9	55.97	65.03	61.17	72.41	24.17	113.68	88.67	81.05
ENSMUSG00000028884	999.01	898.59	1122.13	1578.65	859.31	1749.11	524.62	632.92	521.06
ENSMUSG00000028885	319.13	394.88	379.81	385.05	246.21	308.89	102.5	122.03	95.31
ENSMUSG00000028886	413.48	527.81	391.57	738.74	497.24	538.48	667.19	767.15	945.93
ENSMUSG00000088217	0.93	0.78	0.69	1.57	0	2.27	0	2.44	0
ENSMUSG00000028889	2183.03	2433.04	2159.17	1906.45	2633.93	2536.06	1384.7	1473.29	1461.65
ENSMUSG00000102411	4.63	8.55	12.45	11.76	28	0.76	21.43	16.27	6.23
ENSMUSG00000102413	5.55	6.22	4.15	0	4.83	0	1.86	3.25	0
ENSMUSG00000102415	5.55	13.99	0	2.35	0	3.02	0	0.81	0
ENSMUSG00000102416	6.48	3.11	3.46	7.06	27.03	6.8	13.05	4.88	3.56
ENSMUSG00000102418	948.14	1124.02	1090.31	381.13	361.1	385.92	9.32	36.61	53.44
ENSMUSG00000102419	0.93	0.78	7.61	0	0	0.76	0	2.44	7.13
ENSMUSG00000029422	2883.27	2841.14	3165.07	2700.87	2660	3064.72	2010.89	2591.06	2607.11
ENSMUSG00000029427	1086.89	1023.74	1351.12	994.4	679.72	800.54	973.76	1149.51	1185.53
ENSMUSG00000029426	1714.97	1808.85	1681.12	2402.87	3269.24	1984.74	3106.72	1962.21	2450.34
ENSMUSG00000029428	2337.51	2012.51	2082.38	451.71	618.9	361	1109.81	974.6	1321.81
ENSMUSG00000079737	502.28	622.64	655.15	338	519.45	139.72	190.09	284.73	258.31
ENSMUSG00000035585	228.48	356.02	260.12	569.35	638.21	518.84	839.58	574.35	510.38
ENSMUSG00000025701	94.35	136.03	113.46	45.49	32.83	43.05	0.93	4.88	48.99
ENSMUSG00000025702	96.2	31.87	73.33	129.4	129.38	75.52	250.66	192.8	266.32
ENSMUSG00000034987	556.86	488.16	537.54	79.21	115.86	27.94	31.68	31.73	40.97
ENSMUSG00000034981	0	3.89	0	29.02	39.59	58.15	10.25	68.34	38.3
ENSMUSG00000021635	604.03	516.15	761.69	535.63	468.28	491.65	568.42	567.02	567.38
ENSMUSG00000021636	427.36	625.75	515.41	202.33	105.24	260.55	83.86	378.29	439.12
ENSMUSG00000032679	19.43	10.88	21.45	10.98	0	49.09	25.16	39.05	9.8
ENSMUSG00000021638	196.1	190.45	182.64	47.05	36.69	3.78	309.37	602.82	513.05
ENSMUSG00000032673	176.68	160.13	195.78	326.24	386.21	473.53	326.14	261.95	341.14
ENSMUSG00000032586	327.45	496.71	628.86	407.8	214.34	378.37	140.71	283.92	150.53
ENSMUSG00000074151	1138.69	761.01	1095.15	3136.9	3233.52	2125.21	3355.52	7869.19	8595.34
ENSMUSG00000032582	2007.28	1651.83	1649.3	1565.31	1000.28	609.47	1118.2	1964.65	2004.99
ENSMUSG00000074158	6.48	8.55	26.29	3.92	1.93	0	0.93	0.81	14.25
ENSMUSG00000032589	24.05	8.55	11.76	36.07	5.79	31.72	0.93	54.51	22.27
ENSMUSG00000045055	23.13	38.87	32.52	36.07	63.72	52.87	72.68	43.93	39.19
ENSMUSG00000045053	9.25	31.87	16.6	106.65	50.21	0	13.98	74.84	55.22
ENSMUSG00000114588	0.93	4.66	0	4.71	2.9	3.02	7.45	3.25	1.78
ENSMUSG00000114581	1.85	1.55	3.46	1.57	0.97	3.78	0	0	0.89
ENSMUSG00000114585	13.88	18.66	15.22	17.25	43.45	76.28	14.91	19.52	52.55
ENSMUSG00000114584	7.4	14.77	8.99	18.82	17.38	17.37	9.32	4.07	5.34
ENSMUSG00000030880	844.54	753.23	864.77	403.09	242.34	243.18	382.98	301	195.96
ENSMUSG00000017309	154.48	183.45	215.85	122.34	198.9	145.76	1.86	4.07	8.91
ENSMUSG00000087294	1.85	3.89	0	12.55	10.62	0.76	0.93	4.88	0
ENSMUSG00000030882	4.63	22.54	6.92	26.66	4.83	5.29	6.52	2.44	0
ENSMUSG00000087293	1.85	0	0	0	0	0	0	0	3.56
ENSMUSG00000033985	85.1	135.26	107.23	244.68	193.1	127.63	67.09	200.94	308.19
ENSMUSG00000033987	37	101.05	91.32	21.17	52.14	16.62	3.73	34.17	20.49
ENSMUSG00000087298	46.25	21.77	20.75	27.45	54.07	56.64	13.05	31.73	31.17
ENSMUSG00000030887	0	0	1.38	0.78	0	2.27	4.66	7.32	3.56
ENSMUSG00000007338	444.01	635.08	630.94	505.83	646.9	808.85	1048.31	610.95	609.24
ENSMUSG00000086527	2.78	0	11.76	0	7.72	0	0	0	0
ENSMUSG00000044098	319.13	383.22	469.75	495.63	467.31	533.19	815.35	546.69	370.53
ENSMUSG00000086522	0.93	6.22	2.08	3.92	12.55	0.76	0	2.44	3.56
ENSMUSG00000054920	1777.88	1606.74	1771.06	1631.97	1469.52	934.97	2453.51	2254.27	2716.66
ENSMUSG00000044092	383.88	510.71	440.69	55.68	93.66	33.23	1.86	39.05	22.27
ENSMUSG00000075284	6118.04	5024.66	5148.52	1799.8	2236.14	2116.15	1271.02	2097.26	2282
ENSMUSG00000020387	154.48	208.32	182.64	174.88	202.76	139.72	442.62	328.66	329.56
ENSMUSG00000075288	1.85	7	4.84	6.27	9.66	10.57	9.32	2.44	5.34
ENSMUSG00000075289	94.35	91.72	70.57	192.14	160.28	149.54	134.18	257.89	231.58
ENSMUSG00000024941	2090.53	2004.73	1905.96	1927.63	1798.76	1176.65	1898.14	2233.93	1840.2
ENSMUSG00000040620	518.93	639.74	765.15	472.89	468.28	262.06	454.73	502.76	599.45
ENSMUSG00000024943	665.08	654.51	863.39	742.66	567.72	640.43	968.17	906.26	983.34
ENSMUSG00000024944	434.76	595.43	404.71	378	493.38	475.04	848.9	375.85	472.08
ENSMUSG00000024947	843.61	1155.89	1128.36	1370.04	851.59	850.39	1299.9	1080.36	911.2
ENSMUSG00000021936	113.78	143.03	240.75	291.73	345.66	279.43	246	205.01	224.46
ENSMUSG00000024949	8795.95	7735.99	8674.72	5752.29	6370.48	4976.96	5950.67	6807.55	7562.12
ENSMUSG00000024948	3312.47	2899.44	3188.59	1877.44	1667.45	746.92	1864.59	1987.43	2000.53
ENSMUSG00000045411	1287.62	1400.75	1115.9	1274.37	1056.28	894.95	782.74	904.64	724.15
ENSMUSG00000079614	2365.26	1813.51	1632.69	1410.04	1303.45	1056.57	1518.88	1430.17	1402.87
ENSMUSG00000021933	0	0	0	9.41	5.79	0.76	30.75	10.58	8.91
ENSMUSG00000059534	1182.17	1488.59	1335.21	1704.12	1891.45	3338.87	4121.49	1215.4	1157.92
ENSMUSG00000021932	792.74	916.47	849.55	1224.96	1374.9	1958.31	1589.7	1788.12	1817.05
ENSMUSG00000087433	6.48	9.33	9.69	16.47	33.79	38.52	14.91	8.14	12.47
ENSMUSG00000087436	0	2.33	0	1.57	0	0	5.59	0.81	1.78
ENSMUSG00000087434	7.4	5.44	0	2.35	0	9.82	0	0	1.78
ENSMUSG00000087439	0	0.78	2.08	0	0	0	30.75	0.81	0
ENSMUSG00000080800	3.7	3.89	2.08	1.57	7.72	8.31	10.25	4.07	5.34
ENSMUSG00000080801	4.63	3.11	2.77	9.41	1.93	4.53	0	0	3.56
ENSMUSG00000005615	2611.31	1761.43	2042.94	2504.03	2067.17	1508.19	669.99	5314.73	6551.16
ENSMUSG00000005610	21526.91	14213.48	18599.55	12662.88	6729.66	8071.13	6108.15	12063.71	14368.92
ENSMUSG00000005611	327.45	306.27	297.48	39.21	0.97	2.27	1.86	8.95	2.67
ENSMUSG00000102524	2.78	2.33	6.23	72.15	81.1	1964.35	12.11	85.42	8.91
ENSMUSG00000040570	218.3	250.3	164.65	63.52	17.38	67.22	25.16	30.91	29.39
ENSMUSG00000111147	55.5	25.65	30.44	8.63	20.28	43.8	20.5	17.08	8.91
ENSMUSG00000082520	4.63	2.33	6.92	1.57	14.48	15.1	26.09	12.2	0
ENSMUSG00000044231	13.88	13.21	89.94	3.14	48.28	0	19.57	21.97	16.92
ENSMUSG00000046934	7.4	7.77	8.99	3.92	2.9	5.29	8.39	2.44	6.23
ENSMUSG00000081974	4.63	18.66	8.3	3.14	0.97	9.82	12.11	9.76	7.13
ENSMUSG00000026548	311.73	362.24	402.64	213.31	336	338.34	47.52	43.93	57.01
ENSMUSG00000026542	0	0	0	10.98	0	20.39	0	0	0
ENSMUSG00000026547	11441.49	13263.58	12191.23	16100.14	18757.11	25210.3	62404.72	23928.1	22554.53
ENSMUSG00000026546	152.63	63.74	53.96	131.75	111.03	160.86	15.84	122.03	16.92
ENSMUSG00000026544	53.65	73.85	103.08	73.72	51.17	174.46	15.84	26.85	6.23
ENSMUSG00000059395	1.85	0	2.08	5.49	2.9	9.82	0	19.52	11.58
ENSMUSG00000100104	9.25	5.44	8.99	14.12	17.38	29.45	24.23	12.2	7.13
ENSMUSG00000000320	12.03	9.33	0	1.57	0	0	4.66	17.9	0.89
ENSMUSG00000090778	5.55	18.66	5.53	10.19	7.72	9.06	1.86	13.83	0
ENSMUSG00000098134	790.89	659.18	743.01	826.57	989.66	747.68	934.63	782.61	802.53
ENSMUSG00000054083	2.78	8.55	0	40.78	46.34	27.94	124.87	50.44	22.27
ENSMUSG00000003617	20.35	34.98	35.28	128.61	18.34	76.28	2.8	55.32	106.89
ENSMUSG00000098327	1.85	0	1.38	3.92	1.93	1.51	0.93	2.44	1.78
ENSMUSG00000098325	7.4	1.55	3.46	0.78	0	0	0	0	0
ENSMUSG00000098322	0	4.66	0	12.55	8.69	36.25	47.52	12.2	1.78
ENSMUSG00000098320	4.63	0.78	7.61	8.63	9.66	0	0	0	0
ENSMUSG00000099809	18.5	8.55	9.69	7.84	8.69	0	0	4.07	0.89
ENSMUSG00000084275	0.93	1.55	4.15	1.57	0	10.57	3.73	0	0
ENSMUSG00000084276	13.88	10.88	5.53	7.06	18.34	17.37	15.84	0.81	0.89
ENSMUSG00000046402	8.33	8.55	4.84	11.76	10.62	23.41	20.5	24.41	24.94
ENSMUSG00000033237	910.21	785.88	1074.39	886.17	660.41	697.83	423.98	1423.66	1499.95
ENSMUSG00000064308	0	0	0	0.78	0	0	0	0	0
ENSMUSG00000002059	15.73	33.43	25.6	47.84	52.14	41.54	312.16	80.54	52.55
ENSMUSG00000002058	2578.01	4029.68	2998.34	687.77	695.17	858.7	297.25	269.28	272.56
ENSMUSG00000002055	993.46	687.16	967.85	473.67	240.41	238.65	65.23	170.03	101.54
ENSMUSG00000002052	2136.78	1812.73	1901.12	1748.82	1603.72	1139.64	3021	3059.65	3000.8
ENSMUSG00000088555	3.7	0.78	1.38	3.14	0	0	1.86	6.51	3.56
ENSMUSG00000083728	0	0	7.61	0	0	0	2.8	0	12.47
ENSMUSG00000083720	0	1.55	2.08	2.35	0	0.76	7.45	0.81	0
ENSMUSG00000046062	3165.4	2510	3180.29	1815.48	1208.83	1262.74	1553.36	2086.68	2008.55
ENSMUSG00000083725	0.93	0.78	0	0.78	0.97	1.51	0	1.63	0
ENSMUSG00000021427	4106.13	3656.56	3652.8	4892	3228.69	4472.47	1459.25	2381.18	2216.97
ENSMUSG00000062078	4820.24	3529.08	4838.58	2986.33	2119.31	2369.91	1412.66	3964.29	3979.69
ENSMUSG00000016356	5.55	13.99	35.28	25.1	0	15.1	14.91	25.22	26.72
ENSMUSG00000081382	37	55.19	39.43	50.19	61.79	104.98	56.84	41.49	33.85
ENSMUSG00000064302	915.76	919.58	1206.53	1099.48	936.55	723.51	968.17	2484.49	2656.09
ENSMUSG00000064307	2.78	7	8.99	3.14	0.97	1.51	4.66	4.07	1.78
ENSMUSG00000110708	7.4	19.43	22.83	18.04	8.69	3.02	0	17.08	22.27
ENSMUSG00000080384	0	1.55	0	0	0	16.62	0	0	0
ENSMUSG00000098558	0.93	4.66	2.08	0	0	0	0.93	3.25	2.67
ENSMUSG00000078190	7.4	15.55	6.92	0	5.79	15.86	2.8	9.76	23.16
ENSMUSG00000107676	3.7	1.55	0	0	0	0	0	0	0
ENSMUSG00000078134	42.55	38.09	20.75	32.94	50.21	48.33	40.07	37.42	25.83
ENSMUSG00000082896	30.53	23.32	13.14	45.49	38.62	37.01	32.61	28.47	37.41
ENSMUSG00000082895	24.98	17.88	15.91	19.61	41.52	52.11	64.3	35.79	24.05
ENSMUSG00000109706	11.1	18.66	6.92	18.82	23.17	26.43	21.43	8.14	8.02
ENSMUSG00000099492	22.2	20.99	13.14	20.39	15.45	25.68	25.16	9.76	6.23
ENSMUSG00000109709	17.58	21.77	52.58	17.25	28.97	0.76	17.7	39.86	17.81
ENSMUSG00000098553	0	0	0.69	0	2.9	0.76	0	1.63	4.45
ENSMUSG00000113237	12.95	20.21	8.99	14.9	5.79	18.88	11.18	14.64	3.56
ENSMUSG00000001508	0	3.11	0.69	7.06	6.76	0	108.09	10.58	7.13
ENSMUSG00000086474	0	0	0	0	0	0	0.93	0	5.34
ENSMUSG00000001506	2910.09	2856.69	2956.14	1269.66	2778.76	4890.11	1939.14	2336.43	6359.66
ENSMUSG00000001507	47.18	48.19	51.19	61.95	84.97	77.79	464.05	101.69	146.97
ENSMUSG00000113238	0	3.11	2.77	3.92	19.31	2.27	8.39	16.27	2.67
ENSMUSG00000019261	1643.75	1981.41	1907.34	1167.71	1075.59	854.92	1014.76	982.73	872
ENSMUSG00000092060	535.58	807.65	587.35	547.39	597.66	482.59	423.98	857.45	789.17
ENSMUSG00000086472	0	0.78	6.23	12.55	0	1.51	0	10.58	10.69
ENSMUSG00000017550	780.71	802.2	686.28	487.79	345.66	285.48	242.28	671.15	745.52
ENSMUSG00000113570	0	1.55	0	1.57	0	0	0	2.44	21.38
ENSMUSG00000022051	1244.14	1470.71	1361.5	1898.61	2220.69	2136.54	3077.84	1996.38	2105.64
ENSMUSG00000113580	4.63	0	0	0	0	28.7	12.11	0	0
ENSMUSG00000038517	453.26	412.76	459.37	143.51	217.24	157.84	41	24.41	32.96
ENSMUSG00000022052	2585.41	2187.41	2200.68	1509.63	1758.21	1670.57	1414.52	1980.11	2144.83
ENSMUSG00000113577	0.93	8.55	1.38	3.14	0	0	0.93	0.81	0
ENSMUSG00000010021	108.23	46.64	106.54	44.7	44.41	52.87	33.55	32.54	38.3
ENSMUSG00000010025	2432.78	2031.16	2251.87	913.62	1144.14	660.07	962.58	1932.11	2075.35
ENSMUSG00000022057	1511.47	960.78	1161.56	309.77	259.72	208.44	5.59	39.05	103.32
ENSMUSG00000097233	12.95	11.66	31.82	18.82	6.76	68.73	10.25	44.74	27.61
ENSMUSG00000112186	0	0.78	1.38	3.92	0.97	4.53	2.8	4.07	0
ENSMUSG00000030760	2045.2	1742.77	2013.19	990.48	1029.24	1401.71	427.71	322.97	470.29
ENSMUSG00000086237	1.85	0.78	0	0	2.9	0	0	0.81	1.78
ENSMUSG00000030762	0	0	0	0	0	64.95	0	0	0.89
ENSMUSG00000009739	50.88	48.19	53.96	164.69	140	181.25	127.66	154.57	129.15
ENSMUSG00000030763	277.5	382.45	331.38	241.54	317.66	338.34	445.42	261.14	213.77
ENSMUSG00000065954	3710.23	3611.47	3779.41	2897.71	2688	2780.75	2617.51	3769.04	3802.44
ENSMUSG00000108152	6.48	12.44	2.77	7.06	28	5.29	48.46	29.29	49.88
ENSMUSG00000108151	0	0	0	5.49	0	9.82	0	0	4.45
ENSMUSG00000081817	8.33	7.77	13.14	4.71	0	0	49.39	76.47	13.36
ENSMUSG00000108155	24.05	18.66	0	10.19	5.79	11.33	19.57	12.2	11.58
ENSMUSG00000097426	0	0	0	3.92	0	0.76	0	0	0
ENSMUSG00000081819	1.85	0.78	0	0	0	2.27	0	0.81	2.67
ENSMUSG00000097423	161.88	282.95	192.33	196.06	192.14	257.53	35.41	96.81	65.02
ENSMUSG00000010651	7.4	6.22	6.92	11.76	7.72	67.97	3.73	7.32	24.05
ENSMUSG00000054966	0	0	0	0	0	0.76	0	3.25	23.16
ENSMUSG00000093080	0	1.55	1.38	0.78	0.97	3.02	5.59	4.88	2.67
ENSMUSG00000041308	258.08	318.71	392.95	304.28	273.24	188.81	435.17	471.03	509.49
ENSMUSG00000041309	0.93	0	0	18.04	20.28	5.29	0	5.69	0
ENSMUSG00000041303	344.1	267.4	345.91	241.54	198.9	217.51	246	297.75	253.85
ENSMUSG00000041301	24.05	27.21	1.38	0	0	0	0	6.51	0
ENSMUSG00000000365	14.8	0	0.69	15.68	80.14	0	6.52	0.81	23.16
ENSMUSG00000093334	7.4	10.11	7.61	4.71	10.62	12.84	4.66	4.88	13.36
ENSMUSG00000111817	0.93	3.89	4.15	0	3.86	0.76	5.59	0.81	2.67
ENSMUSG00000022015	37.93	22.54	35.97	114.5	336	178.99	46.59	676.85	569.16
ENSMUSG00000022014	915.76	1193.2	1259.8	9032.71	13173.52	9939.57	112383.48	26031.05	29757.7
ENSMUSG00000022016	1441.17	1106.92	1373.95	366.23	170.9	402.54	631.78	623.97	444.46
ENSMUSG00000022010	1064.69	1241.4	1247.35	2171.52	1952.28	2240.76	955.13	1343.12	1889.19
ENSMUSG00000022013	579.06	790.54	634.4	1374.75	2367.45	2245.3	8353.86	1570.91	1570.32
ENSMUSG00000022012	0.93	0	0	3.14	0	0.76	0	0.81	1.78
ENSMUSG00000022019	469.91	416.65	565.22	383.49	294.48	162.37	518.1	440.11	509.49
ENSMUSG00000022018	323.75	291.5	481.51	1337.89	1276.41	2572.31	1781.66	979.48	738.4
ENSMUSG00000055612	875.06	884.6	849.55	358.39	286.76	288.5	300.05	620.72	401.71
ENSMUSG00000020528	650.28	740.8	703.58	525.43	436.41	509.78	531.14	708.58	435.56
ENSMUSG00000020527	63.83	70.74	67.11	35.29	4.83	16.62	0.93	34.17	39.19
ENSMUSG00000020526	215.53	158.58	233.83	359.96	336.97	410.84	214.32	162.7	163.89
ENSMUSG00000020525	941.66	832.52	1054.33	969.3	952	853.41	1252.38	1618.91	1855.35
ENSMUSG00000020523	1117.42	1261.61	1102.07	1187.32	1392.28	1133.6	1652.14	1198.32	1537.36
ENSMUSG00000020522	829.74	1242.17	976.16	765.4	579.31	740.12	429.57	768.78	679.61
ENSMUSG00000020521	1206.22	862.84	1044.65	1142.62	1315.03	1136.62	682.1	890.81	948.61
ENSMUSG00000020520	751.11	743.13	640.62	905.78	973.24	315.69	2358.46	1252.82	1541.82
ENSMUSG00000009733	112.85	98.72	117.61	87.05	56.97	95.16	68.02	229.41	200.41
ENSMUSG00000109282	16.65	16.32	40.82	1.57	26.07	37.01	6.52	5.69	6.23
ENSMUSG00000020566	6.48	4.66	11.07	9.41	29.93	43.05	0	0	0
ENSMUSG00000052062	33.3	20.99	19.37	197.62	174.76	64.95	85.73	86.23	28.5
ENSMUSG00000013643	31.45	121.26	276.04	0	0	0	0	0	0.89
ENSMUSG00000013646	151.7	390.22	435.15	529.35	307.03	377.61	441.69	464.52	552.24
ENSMUSG00000025584	184.08	239.42	244.9	281.54	184.41	239.41	326.14	292.87	367.86
ENSMUSG00000057614	8.33	4.66	0.69	9.41	2.9	11.33	0	1.63	1.78
ENSMUSG00000028718	767.76	495.16	821.88	363.1	92.69	213.73	17.7	161.08	114.9
ENSMUSG00000028719	3355.95	3103.88	3207.27	2798.9	2562.48	3286.76	2535.51	2285.99	1931.95
ENSMUSG00000028710	103.6	101.83	132.14	159.2	140	147.27	242.28	170.03	132.72
ENSMUSG00000025582	0	0	0	0.78	0	0	4.66	0	0
ENSMUSG00000028713	4.63	3.89	0.69	2.35	0	0	0	5.69	0
ENSMUSG00000028716	0	7.77	2.08	0.78	0	0	20.5	12.2	5.34
ENSMUSG00000112942	0	2.33	3.46	0.78	0	11.33	0	2.44	10.69
ENSMUSG00000102162	0	2.33	1.38	3.92	3.86	5.29	3.73	1.63	2.67
ENSMUSG00000039176	333	279.06	491.88	1000.67	687.45	564.91	452.87	1199.94	657.34
ENSMUSG00000052396	5.55	1.55	35.97	0	0	0	0	0	0
ENSMUSG00000052392	5.55	0	0	0	0	0	7.45	3.25	0
ENSMUSG00000087992	1.85	1.55	1.38	0	0	2.27	0	2.44	0
ENSMUSG00000039178	191.48	216.88	206.16	174.1	196	224.3	96.91	174.91	230.69
ENSMUSG00000039179	2.78	0	0	1.57	0	0	64.3	17.9	27.61
ENSMUSG00000092889	8.33	9.33	26.98	11.76	2.9	7.55	9.32	15.46	15.14
ENSMUSG00000092887	23.13	26.43	31.13	7.84	6.76	0	0	6.51	10.69
ENSMUSG00000116898	7.4	6.22	4.84	12.55	28.97	24.92	13.98	10.58	8.02
ENSMUSG00000067629	0	6.22	0	0.78	9.66	0.76	0	0.81	0.89
ENSMUSG00000025091	16.65	0	33.9	0	0	0	0	0.81	0
ENSMUSG00000025092	0	0.78	0	29.02	32.83	8.31	0.93	16.27	81.95
ENSMUSG00000114749	0	0	0	0	0	2.27	0	0	0
ENSMUSG00000111515	7.4	17.1	18.68	18.82	16.41	18.13	16.77	23.59	21.38
ENSMUSG00000070315	139.68	175.68	124.53	159.2	159.31	98.94	34.48	183.04	237.82
ENSMUSG00000021737	2050.75	2202.95	1888.67	2571.47	2566.35	3103.99	4503.54	2321.79	1950.65
ENSMUSG00000021731	700.24	684.83	666.22	707.37	539.72	763.54	707.26	602.01	578.07
ENSMUSG00000021733	2749.14	2342.1	2260.17	528.57	432.55	465.98	252.53	478.35	600.34
ENSMUSG00000103445	10.18	3.11	16.6	4.71	3.86	0	0	1.63	0
ENSMUSG00000021738	972.19	686.38	790.75	634.44	690.35	444.83	988.67	1323.6	1459.87
ENSMUSG00000035873	13.88	38.87	29.75	33.72	28.97	8.31	19.57	56.95	40.97
ENSMUSG00000106269	0	0	4.84	1.57	7.72	0	0	3.25	0
ENSMUSG00000035877	163.73	209.88	190.94	243.11	229.79	96.67	115.55	217.21	149.64
ENSMUSG00000035875	37.93	40.42	15.91	11.76	34.76	32.47	6.52	14.64	69.48
ENSMUSG00000106262	4.63	2.33	0	0	0.97	2.27	0	0	0.89
ENSMUSG00000106261	7.4	6.22	6.92	19.61	17.38	8.31	0	4.88	1.78
ENSMUSG00000106260	0.93	4.66	1.38	0.78	3.86	3.02	11.18	2.44	0
ENSMUSG00000106265	0	3.11	0	0	12.55	0	4.66	3.25	20.49
ENSMUSG00000112964	26.83	29.54	74.02	32.94	16.41	47.58	18.64	69.15	25.83
ENSMUSG00000112969	2.78	0.78	0	0.78	0.97	0.76	0	0.81	0
ENSMUSG00000116896	4.63	2.33	1.38	0.78	0.97	2.27	0	0	0
ENSMUSG00000022586	24.05	24.87	13.84	559.15	1606.62	1957.55	23.3	20.34	6.23
ENSMUSG00000020038	703.94	515.37	627.48	768.54	714.48	292.27	197.55	458.83	499.69
ENSMUSG00000086725	37	30.32	41.51	50.97	0	3.78	41	100.06	72.15
ENSMUSG00000086720	0	0	0	0.78	6.76	0.76	5.59	0	1.78
ENSMUSG00000086728	9.25	17.88	7.61	16.47	16.41	20.39	13.05	26.03	24.94
ENSMUSG00000022885	3013.69	1925.45	2471.87	3327.47	2046.9	2556.45	723.1	1272.35	1174.85
ENSMUSG00000076757	7.4	8.55	3.46	28.23	59.86	14.35	225.5	120.4	130.93
ENSMUSG00000022836	537.43	546.46	440	74.5	36.69	45.31	52.18	671.97	748.2
ENSMUSG00000076755	4.63	0.78	0	0.78	0	0	5.59	7.32	11.58
ENSMUSG00000076754	0.93	3.11	5.53	2.35	4.83	6.04	67.09	9.76	11.58
ENSMUSG00000022833	67.53	56.75	76.1	94.89	31.86	38.52	53.11	93.55	5.34
ENSMUSG00000076752	9.25	27.21	15.91	29.8	29.93	52.11	386.71	68.34	112.23
ENSMUSG00000022831	11109.41	12854.7	11136.21	3665.47	3897.79	2980.89	1706.18	1897.13	1695.02
ENSMUSG00000076758	0	0	0	0	0	1.51	9.32	0	0
ENSMUSG00000039824	2.78	0.78	0	15.68	24.14	18.13	28.89	20.34	22.27
ENSMUSG00000039826	247.9	286.83	273.96	305.85	223.03	314.18	380.19	327.04	367.86
ENSMUSG00000039828	562.41	637.41	597.73	581.11	792.69	815.65	649.49	638.61	703.66
ENSMUSG00000086092	4.63	14.77	4.84	23.53	21.24	13.59	5.59	12.2	37.41
ENSMUSG00000051671	141.53	197.44	199.24	216.45	352.41	412.36	345.71	191.18	171.91
ENSMUSG00000068487	2.78	2.33	2.08	0.78	3.86	3.78	1.86	2.44	0
ENSMUSG00000070348	915.76	855.06	967.16	3398.83	4371.86	1889.58	324.28	671.15	1127.64
ENSMUSG00000020069	429.21	425.98	366.66	786.58	888.28	831.51	1438.75	1745.82	1493.72
ENSMUSG00000070343	45.33	58.3	39.43	45.49	78.21	116.31	122.07	39.86	42.75
ENSMUSG00000020061	0	0	0.69	1.57	5.79	0.76	1.86	0	1.78
ENSMUSG00000020067	0	0	0	8.63	0	0	3.73	1.63	0.89
ENSMUSG00000020064	1842.63	1515.02	1828.48	2566.77	1920.41	1931.88	2099.42	5297.65	5190.16
ENSMUSG00000070345	1.85	1.55	0	0.78	13.52	0.76	15.84	39.86	14.25
ENSMUSG00000052942	9.25	12.44	2.08	9.41	12.55	6.8	4.66	9.76	21.38
ENSMUSG00000030968	23.13	16.32	20.75	1.57	0	0	1.86	2.44	4.45
ENSMUSG00000030960	309.88	242.53	300.94	501.9	458.62	782.42	663.46	423.84	396.37
ENSMUSG00000030966	361.68	586.11	643.39	369.37	267.45	243.18	513.44	493.81	413.29
ENSMUSG00000030967	1055.44	1092.93	1004.52	1083.02	1156.69	1128.31	1393.09	1364.27	1652.27
ENSMUSG00000030965	712.26	876.83	949.87	767.76	556.14	425.95	553.51	705.32	821.23
ENSMUSG00000070699	519.86	707.37	707.73	661.1	560.97	758.25	671.85	374.22	281.46
ENSMUSG00000052949	1152.57	1018.3	875.84	1014.79	941.38	928.93	1409.86	1404.95	1412.66
ENSMUSG00000004105	99.9	121.26	122.45	12.55	36.69	70.24	30.75	55.32	138.06
ENSMUSG00000070697	1482.8	1576.43	1618.86	1859.4	1590.21	1669.81	2280.19	1416.34	1108.04
ENSMUSG00000070691	3897.08	3512.75	2663.5	2894.58	5600.97	3093.42	1155.47	2053.33	2359.49
ENSMUSG00000070692	1.85	7.77	3.46	2.35	15.45	11.33	11.18	3.25	2.67
ENSMUSG00000004100	1270.97	1836.83	1198.92	1181.04	1274.48	1067.14	810.69	786.67	676.94
ENSMUSG00000096433	223.85	151.58	117.61	159.2	98.48	107.24	177.05	213.14	355.39
ENSMUSG00000033703	200.73	412.76	260.82	160.77	310.9	100.45	679.3	545.87	549.57
ENSMUSG00000033701	496.73	648.29	500.88	550.53	754.07	607.2	794.85	627.22	472.08
ENSMUSG00000033706	1107.24	1338.56	1278.48	697.18	807.17	620.04	437.03	578.41	455.15
ENSMUSG00000033705	747.41	681.72	676.6	199.19	236.55	259.8	93.18	61.83	43.64
ENSMUSG00000037466	291.38	333.47	501.57	758.35	482.76	544.52	355.03	440.11	440.01
ENSMUSG00000037465	1826.9	1470.71	2096.21	2069.57	1176	961.41	201.28	458.83	463.17
